match_id,start_time,lobby_type,r1_hero,r1_level,r1_xp,r1_gold,r1_lh,r1_kills,r1_deaths,r1_items,r2_hero,r2_level,r2_xp,r2_gold,r2_lh,r2_kills,r2_deaths,r2_items,r3_hero,r3_level,r3_xp,r3_gold,r3_lh,r3_kills,r3_deaths,r3_items,r4_hero,r4_level,r4_xp,r4_gold,r4_lh,r4_kills,r4_deaths,r4_items,r5_hero,r5_level,r5_xp,r5_gold,r5_lh,r5_kills,r5_deaths,r5_items,d1_hero,d1_level,d1_xp,d1_gold,d1_lh,d1_kills,d1_deaths,d1_items,d2_hero,d2_level,d2_xp,d2_gold,d2_lh,d2_kills,d2_deaths,d2_items,d3_hero,d3_level,d3_xp,d3_gold,d3_lh,d3_kills,d3_deaths,d3_items,d4_hero,d4_level,d4_xp,d4_gold,d4_lh,d4_kills,d4_deaths,d4_items,d5_hero,d5_level,d5_xp,d5_gold,d5_lh,d5_kills,d5_deaths,d5_items,first_blood_time,first_blood_team,first_blood_player1,first_blood_player2,radiant_bottle_time,radiant_courier_time,radiant_flying_courier_time,radiant_tpscroll_count,radiant_boots_count,radiant_ward_observer_count,radiant_ward_sentry_count,radiant_first_ward_time,dire_bottle_time,dire_courier_time,dire_flying_courier_time,dire_tpscroll_count,dire_boots_count,dire_ward_observer_count,dire_ward_sentry_count,dire_first_ward_time,duration,radiant_win,tower_status_radiant,tower_status_dire,barracks_status_radiant,barracks_status_dire
190,1430490439,1,5,3,636,620,2,0,1,8,17,4,1642,1290,8,1,1,7,91,3,672,859,0,1,0,5,70,2,612,1137,14,0,1,7,97,4,1490,1435,22,0,0,4,66,3,925,967,14,0,1,10,21,5,2209,1875,23,1,1,11,79,2,564,762,2,0,0,7,96,5,2193,1915,35,0,0,9,19,4,1259,1515,15,2,0,10,188.0,1.0,6.0,,2.0,-85.0,291.0,4,4,2,0,-28.0,163.0,-82.0,196.0,3,5,4,0,-48.0,1862,0,260,1974,51,63
191,1430491362,7,60,5,1793,1509,13,1,0,5,26,1,186,811,0,1,0,7,7,2,460,571,2,0,0,11,35,2,592,683,8,0,0,5,34,4,2067,1318,19,0,0,5,69,4,1741,1435,13,0,1,5,85,3,758,735,2,0,0,8,47,2,634,1371,17,0,0,11,65,5,1955,1326,17,0,0,10,45,2,582,704,1,0,1,7,79.0,0.0,1.0,,111.0,-85.0,193.0,0,4,2,1,16.0,134.0,-87.0,,1,5,2,0,-30.0,3422,1,1974,0,63,0
192,1430491933,1,11,5,2145,2479,31,3,0,8,73,4,1401,2127,20,0,1,10,22,3,673,956,3,0,0,9,5,2,633,772,1,0,0,7,96,4,2069,2000,33,0,0,14,48,3,836,1653,8,1,2,11,45,3,718,1155,5,0,1,10,20,3,774,1459,8,0,0,10,8,3,742,941,2,0,0,10,30,3,714,1172,6,0,0,12,4.0,1.0,5.0,,83.0,-81.0,291.0,6,4,2,0,-4.0,,-87.0,,13,5,1,0,-56.0,1334,1,1974,1796,63,51
193,1430491990,1,77,3,866,862,7,0,1,9,21,4,1661,1192,17,0,0,7,101,2,486,807,2,0,1,11,20,3,692,1074,5,2,2,13,65,4,1258,732,2,0,1,5,92,3,954,807,0,1,0,8,34,5,2131,1573,23,0,0,9,40,3,1041,1591,19,1,1,10,2,4,1738,1836,31,0,0,7,85,4,1649,1580,8,3,1,12,131.0,1.0,9.0,,159.0,-85.0,182.0,6,4,4,1,-47.0,142.0,-84.0,219.0,1,3,1,0,-39.0,922,0,1828,2047,63,63
194,1430492095,7,27,2,837,784,3,0,2,8,95,4,1703,1351,21,0,0,13,15,5,2025,1370,14,1,0,8,53,3,829,819,4,1,1,10,66,4,1310,1291,23,0,0,7,11,4,1882,1103,12,0,1,3,5,3,1016,778,3,0,1,10,41,3,1387,1686,22,1,0,5,85,2,644,1389,4,2,0,8,99,5,1898,694,5,0,0,8,47.0,1.0,8.0,,153.0,-85.0,182.0,1,3,2,1,-3.0,47.0,-82.0,,2,4,2,0,6.0,3265,0,0,1536,0,48
195,1430492169,1,26,2,394,783,3,0,0,4,96,4,1774,897,10,0,0,6,7,3,703,700,1,0,0,9,17,4,1501,1792,16,2,0,10,4,5,1773,1257,19,0,0,7,76,5,1898,1434,23,0,0,9,27,2,496,648,2,0,1,10,99,3,698,1190,17,0,1,9,87,3,696,500,0,0,0,9,80,5,2100,1792,29,0,0,4,204.0,0.0,3.0,,,-87.0,213.0,1,4,3,0,-25.0,,-80.0,241.0,4,2,2,1,-1.0,2405,1,1974,4,63,3
197,1430492530,7,39,4,1656,794,7,0,0,5,10,3,901,1312,20,0,0,6,7,3,938,736,2,0,0,10,17,5,1852,1461,24,0,1,10,68,3,737,567,3,0,0,11,30,3,828,536,1,0,0,6,93,3,963,1174,17,0,0,7,26,3,804,741,1,0,0,7,11,5,2424,2023,22,1,0,7,97,4,1237,821,8,0,0,6,281.0,1.0,8.0,,128.0,-54.0,208.0,1,2,3,1,5.0,138.0,-85.0,288.0,0,3,2,0,3.0,2886,1,2022,384,63,48
198,1430492531,1,93,3,1085,1661,19,1,0,7,59,5,2221,2007,21,2,1,8,96,4,1739,901,4,1,0,7,5,3,1044,797,0,1,0,12,20,2,637,758,6,0,0,7,17,4,1432,971,4,1,1,7,44,4,1827,1440,17,0,0,4,26,2,411,715,0,0,1,8,75,3,703,875,1,0,1,12,99,3,850,741,6,0,2,7,7.0,0.0,0.0,,115.0,-80.0,215.0,3,4,2,0,-28.0,189.0,-83.0,211.0,2,3,4,0,5.0,1832,1,2047,0,63,0
199,1430492903,1,7,3,660,660,2,0,2,7,30,3,1435,1791,2,3,2,14,92,2,801,774,0,0,1,9,70,4,1094,1425,14,1,2,8,19,4,1743,1631,17,1,0,6,96,3,946,871,6,0,2,7,39,5,2209,1615,23,0,0,9,100,3,881,1389,2,2,2,8,72,4,1783,2377,27,3,0,13,25,2,701,1324,0,2,1,11,21.0,1.0,8.0,,103.0,-88.0,192.0,7,5,3,0,-44.0,169.0,-79.0,292.0,6,4,2,0,-12.0,2408,1,1974,1536,63,2
200,1430493001,1,95,4,1251,1604,23,1,2,9,7,3,612,743,1,0,0,9,25,3,664,806,3,1,2,10,39,5,2137,2391,14,3,0,14,78,5,2017,1497,24,0,0,12,11,4,1279,1068,14,0,3,7,85,4,1180,1745,7,4,0,14,20,2,503,679,0,0,1,11,35,4,1367,1373,10,0,1,10,69,4,1532,1391,18,0,0,6,98.0,0.0,3.0,,105.0,-82.0,298.0,5,5,3,0,4.0,232.0,-83.0,244.0,8,3,3,0,13.0,3221,1,2036,0,63,0
201,1430493632,1,20,2,558,851,3,0,0,8,21,5,2045,1487,19,0,0,6,39,5,1682,1695,15,1,1,6,52,3,649,1187,3,2,1,8,6,4,1411,1481,19,0,1,5,83,2,385,624,0,0,2,9,91,2,386,598,1,0,1,3,1,3,1401,1603,11,2,0,10,74,5,2014,1567,23,0,0,11,88,4,1836,1427,14,1,0,11,52.0,1.0,7.0,,121.0,-83.0,206.0,2,4,2,0,-23.0,47.0,-86.0,236.0,4,3,2,0,-17.0,4376,1,1792,0,61,0
202,1430494770,1,47,5,2055,1277,17,0,0,7,64,3,817,557,2,0,0,9,67,3,961,1063,14,0,0,6,99,4,1589,1012,13,0,0,6,29,2,492,629,4,0,0,8,3,3,833,676,3,0,0,8,39,4,1422,735,6,0,0,6,35,3,956,1036,10,0,0,5,70,3,1253,626,3,0,0,6,96,3,934,761,9,0,0,6,,,,,160.0,-75.0,193.0,0,2,2,1,11.0,289.0,-84.0,,0,3,3,0,-12.0,2693,1,1974,1536,63,0
203,1430495312,1,68,2,521,656,2,0,1,8,110,2,519,984,7,1,2,10,7,5,1829,1573,21,0,1,7,2,2,784,645,4,0,0,4,72,5,2032,2036,35,0,0,12,26,3,681,885,2,1,0,8,30,2,527,968,0,1,0,15,49,5,2534,1985,27,1,0,11,38,3,875,808,4,1,1,8,70,4,1267,1837,32,0,0,7,40.0,1.0,6.0,,43.0,-83.0,182.0,4,4,3,2,-33.0,44.0,-82.0,182.0,3,5,3,1,-45.0,2122,0,512,1972,0,63
204,1430496018,1,5,3,786,749,0,0,0,6,25,2,647,596,4,0,0,8,93,3,1030,982,11,0,0,6,13,6,2557,2498,20,3,0,8,96,3,1035,581,2,0,1,5,54,4,1364,1649,27,0,0,3,51,4,1537,825,8,0,0,6,74,3,1306,891,6,0,3,7,27,3,746,678,2,0,0,10,68,3,713,741,0,1,0,9,132.0,0.0,3.0,,133.0,-87.0,221.0,2,3,2,1,-20.0,,-83.0,236.0,4,2,2,1,3.0,1922,1,2039,1540,63,3
205,1430496547,0,104,5,1888,1474,24,0,0,7,21,3,955,596,1,0,0,6,96,3,899,760,6,0,0,8,30,3,857,499,0,0,0,11,36,3,1199,1109,15,0,0,7,41,3,1141,1050,11,0,0,5,2,4,1268,871,9,0,0,7,5,3,1041,580,2,0,0,6,33,4,1503,1291,30,0,0,8,74,5,1931,1079,10,0,0,6,,,,,162.0,-78.0,,1,3,2,0,,,-84.0,,1,3,0,0,,2717,1,1972,0,63,0
207,1430497436,1,95,4,1934,1616,23,0,0,13,50,1,678,541,1,0,0,12,84,3,825,1071,2,1,0,9,19,4,1355,1138,15,0,0,6,29,3,1146,911,10,0,0,6,99,4,1258,758,6,0,1,8,104,3,1089,1386,22,0,0,7,41,3,1144,1735,31,0,0,3,91,3,908,699,1,0,0,7,101,3,1123,554,2,0,0,10,234.0,0.0,2.0,,70.0,-85.0,,2,5,3,0,-11.0,294.0,-83.0,279.0,1,1,2,0,-15.0,1615,1,2046,0,63,0
208,1430497489,1,96,4,1413,660,4,0,0,6,44,3,974,1373,22,0,0,5,78,5,2569,2110,24,1,0,6,102,2,475,756,4,0,0,7,68,3,974,500,0,0,0,8,97,5,1811,1347,20,0,1,5,99,5,1740,881,7,0,0,9,30,3,532,550,1,0,0,9,25,2,420,500,0,0,0,7,41,3,1142,1566,26,0,0,8,251.0,0.0,2.0,,106.0,-86.0,223.0,0,4,2,0,-24.0,134.0,-84.0,,3,4,2,1,-30.0,1987,1,1982,1536,63,35
210,1430499274,1,92,3,1238,1318,10,1,0,9,30,2,575,584,2,0,1,10,38,4,1146,972,11,0,2,8,77,4,1471,1829,27,1,0,11,49,5,2387,2044,24,1,0,9,112,3,1105,1090,4,2,1,7,66,4,1497,1427,23,0,0,13,17,5,1983,1682,27,0,1,10,61,4,1604,1235,16,1,1,8,93,3,1351,1738,28,0,0,12,-25.0,0.0,4.0,,-23.0,-86.0,216.0,3,4,3,1,-15.0,135.0,-77.0,181.0,2,4,4,1,,1635,1,1846,1542,63,11
211,1430499974,1,102,2,750,500,0,0,0,7,11,4,1775,1755,28,0,0,5,72,4,1574,2049,38,0,0,13,30,3,994,689,2,0,0,7,2,3,1099,772,7,0,0,4,34,5,2052,1467,22,0,0,8,15,3,1479,1469,24,0,0,6,38,3,753,500,0,0,0,6,25,1,244,578,6,0,0,8,83,2,607,500,0,0,0,6,,,,,,-80.0,186.0,1,4,4,0,-36.0,165.0,-88.0,182.0,2,5,3,0,-51.0,3035,1,1972,512,63,0
212,1430500233,1,112,3,614,624,1,0,0,6,2,3,1289,1439,17,1,3,12,49,4,1615,1272,17,0,1,6,7,2,395,1002,4,1,0,11,17,4,1988,1656,26,0,0,8,98,4,1499,1491,12,2,1,7,25,5,2448,2152,28,1,0,6,10,3,773,650,0,0,0,12,60,2,482,692,3,0,1,8,1,3,1189,1572,21,1,0,7,-14.0,0.0,3.0,,42.0,-74.0,233.0,4,6,3,0,-39.0,130.0,-87.0,181.0,4,3,2,0,-48.0,2836,0,1540,2038,55,63
213,1430500337,1,101,3,1490,1675,7,1,2,17,22,4,1589,1222,18,0,2,6,27,3,879,1515,3,3,0,13,104,4,1114,770,7,0,1,7,67,3,895,821,6,0,1,6,39,5,2453,1916,29,2,0,8,72,3,978,1039,7,0,3,8,36,5,1832,1529,23,0,0,4,85,4,1537,1890,4,3,1,14,86,2,444,790,0,1,0,9,57.0,0.0,2.0,,47.0,-82.0,279.0,8,5,2,1,12.0,111.0,-83.0,206.0,7,4,3,0,-17.0,2602,0,1540,1830,3,63
214,1430501001,1,21,5,2079,1346,21,0,1,5,20,2,591,500,0,0,0,7,41,3,868,1195,15,0,0,6,7,2,489,554,0,0,0,5,29,5,1991,1266,19,0,0,5,97,5,2100,816,8,0,0,4,27,3,820,709,1,0,0,8,31,3,840,725,2,0,0,4,46,6,2200,1640,11,1,0,6,28,3,769,1039,11,0,0,6,226.0,1.0,8.0,,134.0,-74.0,,3,2,2,1,-37.0,186.0,-84.0,222.0,1,2,2,0,4.0,2059,1,1974,0,63,0
215,1430501192,7,7,2,687,659,8,0,0,11,102,4,1631,735,6,0,1,7,31,3,709,576,1,0,0,7,23,5,2477,2106,24,0,0,6,94,4,1150,1341,19,0,0,3,50,3,1046,1038,8,1,0,8,26,2,854,753,2,0,0,7,41,3,879,1090,11,0,0,3,13,5,1667,916,9,0,0,3,29,3,1058,537,1,0,0,7,230.0,0.0,3.0,,77.0,-49.0,237.0,0,2,2,0,31.0,49.0,-85.0,,1,2,2,0,8.0,2453,1,1974,256,63,48
217,1430501463,7,69,3,1058,871,6,0,1,7,76,5,1821,1021,13,0,0,4,8,3,884,1702,30,0,0,5,30,2,670,555,0,0,0,8,75,3,906,655,4,0,0,9,27,3,1279,854,5,0,0,9,25,4,1062,679,2,0,0,7,17,5,1997,1502,21,0,0,6,42,3,887,1298,11,1,0,9,71,2,518,691,5,0,0,4,128.0,1.0,8.0,,177.0,-71.0,284.0,3,3,2,0,-16.0,16.0,-53.0,275.0,3,4,2,0,18.0,2090,0,4,2046,3,63
218,1430501875,1,20,3,888,597,3,0,0,8,17,5,2069,1566,26,0,0,6,27,3,905,500,0,0,0,7,44,4,1255,1090,15,0,0,10,29,3,1070,894,10,0,0,5,35,5,1932,859,9,0,0,6,75,3,1061,733,6,0,0,7,16,3,860,841,3,0,0,10,18,3,835,820,8,0,0,12,8,3,1161,1125,13,0,0,10,,,,,119.0,-86.0,180.0,0,4,2,0,-23.0,,-81.0,,2,3,0,0,,2076,1,1974,1540,63,3
219,1430502121,1,20,3,925,1265,3,1,0,9,21,3,1254,1646,14,2,0,8,26,3,717,717,0,1,1,8,67,4,1857,1852,29,0,0,10,39,5,2151,1556,10,1,1,12,75,3,703,550,2,0,0,11,7,2,774,990,1,1,0,4,6,4,1124,1375,22,0,2,7,35,4,1745,1392,19,0,2,9,96,4,1845,1303,13,1,1,7,11.0,0.0,1.0,,244.0,-76.0,191.0,3,3,3,0,-43.0,,-86.0,184.0,3,4,2,0,-28.0,1627,1,2046,0,63,1
220,1430502201,7,85,3,954,1087,3,1,0,10,2,3,892,1231,11,1,0,7,37,5,1900,1197,14,0,0,7,41,5,2012,1543,26,0,0,6,13,3,624,672,4,0,1,5,67,2,923,1208,14,0,1,4,96,5,1953,1190,17,0,0,7,26,3,899,1012,0,1,1,11,3,2,588,575,4,0,0,10,49,5,2045,1114,12,0,0,6,248.0,1.0,7.0,,,-73.0,,4,4,2,1,9.0,122.0,-84.0,190.0,4,3,3,1,-5.0,1595,1,1975,256,63,48
221,1430502270,0,33,4,1661,1376,35,0,0,4,96,5,1780,1195,17,0,0,10,45,3,1010,853,8,0,0,8,39,5,2301,1740,16,1,0,9,49,3,1010,783,7,0,0,5,1,3,766,1219,18,0,0,4,43,4,1525,910,9,0,1,7,26,3,684,741,5,0,0,7,69,4,1735,1234,11,0,0,7,30,3,694,539,1,0,0,5,218.0,0.0,3.0,,57.0,-83.0,,0,4,2,0,-26.0,,-83.0,,2,3,0,0,,2495,1,1924,0,51,0
222,1430503022,0,82,4,1232,1121,9,0,0,8,25,3,981,1076,6,1,0,5,75,3,833,855,0,1,0,6,71,3,1179,831,5,0,0,9,59,4,1996,1183,17,0,0,8,73,3,938,1919,20,1,1,10,7,2,391,578,3,0,0,9,96,4,1798,981,12,0,1,7,26,3,735,499,0,0,1,7,17,5,2038,1206,17,0,0,7,88.0,0.0,2.0,,,-82.0,186.0,0,4,1,0,63.0,157.0,-82.0,,3,3,1,0,-5.0,2625,1,1975,256,63,48
223,1430503069,7,30,1,295,499,0,0,0,7,112,1,347,580,2,0,0,11,29,4,1394,623,3,0,1,3,67,4,1119,1385,22,0,0,8,11,5,1877,1136,16,0,0,8,7,2,345,679,2,0,0,5,26,3,935,839,0,1,0,10,8,3,1035,1820,29,0,0,10,47,5,1807,1029,13,0,0,4,21,4,1297,1053,10,0,0,7,58.0,1.0,6.0,,,-82.0,188.0,2,3,3,0,-19.0,77.0,-82.0,241.0,0,5,3,1,32.0,2587,1,1972,4,63,3
224,1430503484,1,87,3,788,803,0,0,0,9,2,4,1130,1177,21,0,0,8,39,4,1686,1300,16,1,0,8,93,4,1737,2072,27,2,0,13,10,3,804,538,1,0,0,6,17,5,2027,1692,13,0,1,8,56,3,1016,1585,26,0,0,11,57,3,866,499,0,0,0,8,29,3,805,622,3,0,2,6,26,2,561,686,6,0,0,10,129.0,1.0,5.0,,207.0,-76.0,183.0,1,4,2,0,-9.0,132.0,-70.0,183.0,3,3,2,1,-29.0,1213,1,2047,1828,63,63
225,1430503519,1,34,4,2030,1418,14,1,0,6,84,2,535,852,2,0,0,6,78,4,1818,1176,17,0,0,5,101,2,546,866,0,1,0,9,94,4,1688,990,13,0,0,8,35,5,1774,1668,24,0,1,13,85,3,1054,858,9,0,0,7,20,3,899,536,1,0,0,9,71,3,1164,1234,15,0,0,7,47,2,711,796,5,0,1,10,116.0,0.0,3.0,,186.0,-84.0,286.0,1,2,3,0,-8.0,,-74.0,299.0,2,3,2,0,-10.0,1720,0,1828,2046,63,63
226,1430503657,1,21,4,1995,1497,18,1,0,6,96,4,1553,889,9,0,1,6,25,3,778,859,0,1,2,8,31,3,894,730,2,0,2,7,95,4,1352,1457,14,1,1,11,71,3,964,1197,0,2,1,9,85,3,839,1209,6,1,1,9,15,3,858,1132,6,1,0,10,60,5,2026,1420,18,0,0,9,2,5,2299,1927,20,2,1,11,204.0,1.0,7.0,,119.0,-75.0,,6,4,2,0,67.0,70.0,-86.0,,5,5,2,0,-31.0,1528,0,6,2046,3,63
227,1430504062,0,99,4,1288,1600,13,2,1,7,15,5,1657,998,6,1,0,7,63,4,1415,1513,8,1,0,9,26,3,974,829,2,1,1,7,93,4,1074,1221,14,0,1,12,19,3,1188,824,7,0,1,5,86,2,410,557,2,0,2,10,21,5,1998,1605,16,2,0,7,65,5,1976,1068,12,0,0,11,60,2,397,888,0,1,2,7,-14.0,1.0,7.0,,,-65.0,,0,3,0,0,,90.0,-85.0,297.0,4,4,2,0,-29.0,2187,1,1975,0,63,0
229,1430506928,1,67,4,1626,1362,19,0,0,3,65,4,1140,887,9,0,1,8,39,4,1227,746,6,0,1,7,86,2,298,519,1,0,0,10,68,2,382,666,3,0,1,4,53,2,620,1057,9,1,0,5,21,4,1655,1557,24,0,0,7,35,5,2361,1819,27,1,0,9,26,3,814,1049,2,1,0,9,96,4,1510,890,10,0,0,7,151.0,1.0,8.0,,,-78.0,181.0,3,2,2,0,18.0,,-80.0,238.0,1,4,2,1,-24.0,2419,0,0,2047,0,63
231,1430507952,1,30,3,682,806,2,1,0,6,51,4,1344,921,10,0,0,6,74,5,2101,1303,17,0,0,7,7,2,551,729,0,0,0,9,99,3,1100,1607,19,1,0,6,47,5,1929,1710,30,0,0,9,22,3,963,614,3,0,0,3,83,2,369,612,5,0,1,8,2,3,814,986,14,0,1,7,11,5,2303,1858,31,0,0,10,-4.0,0.0,4.0,,184.0,-89.0,180.0,1,4,3,1,-45.0,33.0,-84.0,202.0,1,4,1,0,-40.0,2382,0,1568,1983,12,63
232,1430508354,1,26,4,1168,875,4,0,1,9,21,4,1863,1398,22,0,0,10,7,3,606,652,4,0,0,6,29,3,740,798,6,0,0,3,44,3,930,1196,13,0,1,11,110,4,1730,1310,7,1,0,9,86,2,533,609,3,0,0,6,93,5,1923,1495,25,0,0,7,104,5,2273,1573,16,1,0,6,25,1,477,683,3,0,0,8,233.0,1.0,5.0,,156.0,-82.0,185.0,1,5,1,0,-37.0,104.0,-84.0,188.0,2,3,2,1,-31.0,4128,0,0,1540,0,19
233,1430509372,7,34,5,2196,2008,22,1,0,9,30,2,618,539,1,0,0,4,96,5,2031,1527,16,1,1,12,20,3,723,600,0,0,0,9,44,3,720,931,11,0,0,11,75,2,485,500,0,0,0,9,22,4,1656,980,12,0,1,4,99,4,2101,1166,7,1,1,7,67,3,681,780,7,0,0,5,83,2,501,500,0,0,0,7,166.0,0.0,0.0,,66.0,-86.0,,1,4,2,0,-14.0,48.0,-86.0,,3,4,2,1,-25.0,3215,0,0,1958,0,63
234,1430509651,1,93,3,842,1383,21,0,0,14,13,5,1890,1434,20,0,1,9,57,3,685,577,2,0,0,9,20,2,509,499,1,0,0,7,51,4,1278,791,7,0,1,6,25,3,755,593,1,0,0,14,26,3,1110,1177,0,1,0,11,44,4,1567,2100,31,1,0,9,17,4,1826,1443,22,0,0,6,97,3,1127,1175,17,0,0,4,132.0,1.0,6.0,,230.0,-78.0,230.0,3,3,2,1,-47.0,133.0,-86.0,219.0,3,4,3,3,2.0,2164,0,1542,1956,11,63
235,1430509703,7,17,5,2120,1419,19,0,0,9,50,2,767,681,0,0,1,6,15,5,1955,1258,18,0,0,8,27,2,525,590,3,0,1,7,48,2,705,1183,10,1,1,9,66,4,1380,1466,22,1,0,7,71,4,1630,950,11,0,0,5,43,5,2124,1439,21,0,0,5,93,4,1249,1184,9,1,1,9,20,2,971,1084,1,1,0,7,281.0,1.0,8.0,,151.0,-82.0,266.0,1,4,2,1,19.0,174.0,-79.0,181.0,1,1,2,1,15.0,1794,0,0,1982,0,63
236,1430509802,1,10,2,268,499,0,0,1,6,19,4,1173,1648,17,1,1,12,91,4,997,1043,3,1,1,9,45,4,1385,1687,21,1,1,9,30,3,807,866,6,0,0,10,63,4,1785,1263,10,1,0,15,3,3,675,770,3,0,1,10,7,2,573,685,3,0,1,10,96,4,2131,2233,34,1,0,8,39,4,1910,1735,14,2,1,9,162.0,0.0,3.0,,7.0,-88.0,195.0,5,3,2,0,-27.0,186.0,-88.0,188.0,2,3,4,0,-37.0,2899,0,1536,1796,50,59
237,1430509960,1,110,3,1220,984,12,0,0,7,23,4,1575,1012,12,0,1,6,7,2,682,930,5,0,0,9,93,5,2065,1783,29,0,0,8,79,2,972,1360,6,1,0,10,42,2,714,982,3,1,1,7,20,2,459,500,0,0,0,9,43,5,2316,1778,26,0,0,7,10,2,835,614,3,0,0,5,6,4,1582,1263,19,0,0,6,,,,,178.0,-78.0,203.0,2,3,3,0,-25.0,135.0,-87.0,185.0,2,4,2,0,-49.0,3241,0,0,1796,0,63
238,1430511139,1,62,2,613,772,0,1,1,6,74,4,1737,1620,28,0,0,7,25,3,860,705,4,0,0,7,38,1,442,536,1,0,2,10,49,5,1786,1558,21,0,1,9,101,3,931,965,2,1,0,9,86,2,628,1092,2,1,1,10,7,3,966,801,5,0,0,5,99,4,1561,1844,25,1,0,9,93,5,2015,1597,17,1,0,9,-19.0,1.0,6.0,,38.0,-86.0,256.0,2,3,1,1,-17.0,96.0,-80.0,206.0,4,4,4,1,-46.0,2440,0,1796,1972,51,63
239,1430511891,1,82,3,1017,1485,22,1,2,1,7,3,742,784,2,0,0,5,51,1,257,573,2,0,0,6,30,3,646,731,2,1,2,11,39,4,1113,732,5,0,2,8,101,5,2361,2758,29,3,0,15,94,4,1716,1722,30,0,0,9,99,5,1886,1494,8,2,1,8,26,2,547,499,0,0,0,5,57,1,580,790,4,0,0,9,90.0,1.0,5.0,,,-68.0,190.0,4,3,4,0,0.0,91.0,-84.0,185.0,2,5,4,0,-27.0,2153,0,0,1844,0,63
240,1430512357,1,99,4,1104,585,2,0,1,4,11,4,1728,1028,13,0,1,7,68,2,545,607,2,0,0,8,20,2,391,500,0,0,0,6,95,4,1321,1371,19,0,0,4,34,5,2298,2123,25,1,0,8,67,4,1130,1664,27,0,0,9,96,3,1047,702,4,0,0,7,101,3,947,797,6,0,0,5,90,2,603,721,0,1,0,8,86.0,1.0,5.0,,249.0,-86.0,211.0,1,1,2,1,-30.0,87.0,-78.0,210.0,0,5,1,1,25.0,2439,0,1824,1982,60,63
241,1430512617,1,17,5,2160,1652,14,2,0,8,2,3,1191,500,0,0,0,4,95,3,993,1593,21,1,0,7,87,3,931,732,2,0,0,9,26,2,481,585,1,0,0,6,16,3,1356,867,9,0,1,7,30,2,624,500,0,0,0,5,93,3,892,1383,22,0,0,4,59,5,2177,1427,19,0,2,6,7,3,695,568,2,0,0,4,71.0,0.0,0.0,,74.0,-85.0,272.0,1,5,2,1,129.0,,-82.0,,2,2,2,0,-27.0,2569,1,2022,1540,63,3
243,1430513855,0,85,3,713,500,0,0,0,10,52,3,805,904,10,0,0,5,44,4,1983,1445,21,0,0,8,58,3,734,799,12,0,0,7,45,4,1684,952,10,0,0,11,93,2,684,745,7,0,0,6,84,2,381,536,1,0,0,10,98,5,1791,870,9,0,0,6,17,5,2217,1752,28,0,0,8,26,2,726,572,2,0,0,7,,,,,,-81.0,279.0,0,2,4,0,5.0,113.0,-72.0,192.0,2,3,3,1,-29.0,3462,0,4,1958,3,63
244,1430513872,1,94,3,1174,1246,18,0,0,9,102,3,823,500,0,0,0,8,59,5,2078,1801,22,1,0,8,7,2,370,536,1,0,1,5,110,4,1403,989,12,0,0,9,79,2,479,645,0,0,0,8,25,2,298,641,0,0,0,9,56,4,1656,1366,21,0,0,11,74,5,1991,1547,19,1,1,9,52,4,1456,1445,23,0,0,8,196.0,0.0,2.0,,,-80.0,259.0,1,3,3,0,11.0,,-79.0,180.0,3,5,3,0,-15.0,2164,0,1536,2047,0,63
246,1430514016,1,18,4,1639,1778,29,0,0,10,20,2,430,553,0,0,0,10,97,4,1483,872,8,0,0,5,5,3,923,890,9,0,0,6,29,3,854,577,2,0,0,5,26,3,932,499,0,0,0,6,87,1,226,507,1,0,0,10,96,5,1976,1193,17,0,0,9,39,5,2131,1816,32,0,0,6,73,3,1094,1993,20,0,0,7,,,,,209.0,-86.0,215.0,1,2,2,1,-42.0,118.0,-86.0,180.0,3,2,3,0,-29.0,1943,0,6,1974,3,63
247,1430514316,0,67,3,1034,1720,28,0,0,9,88,2,523,599,2,0,0,9,22,5,1722,1051,14,0,1,5,68,3,768,557,0,0,0,8,98,2,454,543,1,0,1,6,110,3,782,620,3,0,0,6,8,3,1128,1850,25,1,0,23,47,5,2502,1894,23,1,0,12,42,1,329,680,4,0,0,7,64,3,870,585,0,0,0,10,198.0,1.0,6.0,,61.0,-84.0,181.0,2,3,2,0,-30.0,,-78.0,,1,4,2,1,8.0,2980,0,0,1972,0,63
248,1430514355,1,17,5,2135,1745,27,0,0,7,22,3,519,600,5,0,1,8,71,3,622,1271,12,1,0,9,7,1,482,634,2,0,0,7,39,5,1965,1335,20,0,0,7,27,2,619,633,1,0,1,9,85,3,794,785,5,0,0,10,36,3,825,1416,17,1,0,6,15,5,1955,1105,15,0,0,9,34,5,2169,1594,24,0,0,8,54.0,0.0,2.0,,134.0,-79.0,188.0,2,4,2,0,23.0,157.0,-83.0,,1,4,1,0,18.0,1878,1,1974,1792,63,48
249,1430515635,1,25,4,1687,1440,14,1,1,7,27,3,713,653,1,0,0,10,87,2,549,849,0,1,1,12,47,3,1000,790,7,0,0,5,94,3,911,1080,13,0,1,6,95,4,1224,1311,19,0,0,6,31,3,980,656,4,0,0,4,11,5,2708,2202,22,2,0,8,26,2,372,600,0,0,1,10,28,3,1372,1086,6,1,1,8,-4.0,1.0,9.0,,133.0,-86.0,,2,4,2,1,-32.0,205.0,-87.0,215.0,2,2,4,1,-21.0,1856,0,1574,2038,15,63
